plot_id,day,crop_type,crop_day,temperature_c,humidity_pct,rainfall_mm,soil_moisture_pct,et_loss,needs_irrigation,water_amount_mm,next_day_moisture
2,142,Maize,43,30.32,63.67,0.0,48.36,1.44,0,0.0,48.79
2,143,Maize,44,30.15,58.65,2.39,48.79,1.49,0,0.0,47.61
2,144,Maize,45,18.77,46.5,0.0,47.61,1.18,0,0.0,46.13
2,145,Maize,46,32.71,67.9,0.0,46.13,1.48,0,0.0,44.84
2,146,Maize,47,30.01,65.35,0.15,44.84,1.41,1,6.19,48.8
2,147,Maize,48,40.58,30.15,0.0,48.8,2.23,0,0.0,47.21
2,148,Maize,49,27.21,37.2,0.01,47.21,1.6,0,0.0,49.91
2,149,Maize,50,30.57,51.15,5.35,49.91,1.58,0,0.0,48.29
2,150,Maize,51,27.19,34.88,0.0,48.29,1.62,0,0.0,46.81
2,151,Maize,52,36.19,77.52,0.0,46.81,1.48,0,0.0,45.67
2,152,Maize,53,20.57,59.75,0.0,45.67,1.14,1,5.19,50.03
2,153,Maize,54,21.37,72.32,0.28,50.03,1.07,0,0.0,48.52
2,154,Maize,55,29.48,54.39,0.0,48.52,1.51,0,0.0,46.64
2,155,Maize,56,37.81,49.22,0.0,46.64,1.88,0,0.0,48.78
2,156,Maize,57,34.08,66.13,4.6,48.78,1.54,0,0.0,48.36
2,157,Maize,58,29.29,62.04,1.27,48.36,1.42,0,0.0,46.98
2,158,Maize,59,26.38,55.71,0.0,46.98,1.38,0,0.0,46.67
2,159,Maize,60,24.95,37.8,1.49,46.67,1.5,0,0.0,45.05
2,160,Maize,61,33.12,56.37,0.0,45.05,1.62,1,5.94,49.78
2,161,Maize,62,25.64,71.13,0.0,49.78,1.21,0,0.0,48.26
2,162,Maize,63,32.6,63.29,0.0,48.26,1.52,0,0.0,46.76
2,163,Maize,64,29.76,56.99,0.0,46.76,1.49,0,0.0,45.75
2,164,Maize,65,29.05,68.2,0.42,45.75,1.35,1,5.11,52.97
2,165,Maize,66,20.33,67.92,3.97,52.97,1.07,0,0.0,52.82
2,166,Maize,67,28.73,62.83,1.56,52.82,1.4,0,0.0,52.3
2,167,Maize,68,26.32,91.2,0.66,52.3,1.04,0,0.0,51.94
2,168,Maize,69,38.78,72.58,1.56,51.94,1.62,0,0.0,50.59
2,169,Maize,70,25.1,54.64,0.0,50.59,1.35,0,0.0,48.99
2,170,Maize,71,36.43,48.1,0.3,48.99,1.84,0,0.0,48.24
2,171,Maize,72,26.51,87.45,0.41,48.24,1.08,0,0.0,47.54
2,172,Maize,73,26.23,24.6,1.23,47.54,1.68,0,0.0,46.28
2,173,Maize,74,27.07,70.64,0.0,46.28,1.26,0,0.0,45.27
2,174,Maize,75,21.44,72.98,0.06,45.27,1.06,1,5.68,49.65
2,175,Maize,76,23.78,54.8,0.0,49.65,1.3,0,0.0,48.07
2,176,Maize,77,25.94,33.82,0.0,48.07,1.58,0,0.0,50.72
2,177,Maize,78,26.32,60.28,4.98,50.72,1.34,0,0.0,49.4
2,178,Maize,79,33.66,50.88,0.48,49.4,1.7,0,0.0,47.92
2,179,Maize,80,32.37,66.52,0.0,47.92,1.48,0,0.0,46.96
2,180,Maize,81,32.76,95.0,0.27,46.96,1.17,0,0.0,45.76
2,181,Maize,82,27.59,49.4,0.36,45.76,1.49,1,5.08,49.73
2,182,Maize,83,34.58,61.59,0.63,49.73,1.61,0,0.0,48.32
2,183,Maize,84,21.61,31.77,0.0,48.32,1.41,0,0.0,48.24
2,184,Maize,85,25.55,64.34,1.49,48.24,1.27,0,0.0,46.61
2,185,Maize,86,36.28,31.89,0.5,46.61,2.03,0,0.0,44.76
2,186,Maize,87,29.15,20.13,0.0,44.76,1.85,1,6.29,49.51
2,187,Maize,88,27.46,43.96,0.0,49.51,1.54,0,0.0,47.66
2,188,Maize,89,36.05,30.31,0.23,47.66,2.04,0,0.0,46.86
2,189,Maize,90,24.57,59.13,0.61,46.86,1.29,0,0.0,47.28
2,190,Maize,91,23.63,30.61,2.4,47.28,1.51,0,0.0,46.07
2,191,Maize,92,28.08,53.59,0.33,46.07,1.47,0,0.0,44.81
2,192,Maize,93,20.97,46.71,0.0,44.81,1.26,1,6.23,49.76
2,193,Maize,94,27.25,69.93,0.0,49.76,1.28,0,0.0,47.85
2,194,Maize,95,37.76,46.15,0.0,47.85,1.91,0,0.0,49.31
2,195,Maize,96,38.95,36.1,4.44,49.31,2.09,0,0.0,47.81
2,196,Maize,97,24.29,35.43,0.0,47.81,1.49,0,0.0,46.82
2,197,Maize,98,19.82,73.09,0.03,46.82,1.01,0,0.0,45.4
2,198,Maize,99,31.54,69.55,0.0,45.4,1.42,1,5.51,49.64
3,0,Cotton,1,28.24,44.69,4.02,39.58,1.33,0,0.0,38.23
3,1,Cotton,2,31.66,53.79,0.0,38.23,1.36,0,0.0,37.09
3,2,Cotton,3,25.06,55.14,0.0,37.09,1.14,0,0.0,35.76
3,3,Cotton,4,32.58,60.2,0.0,35.76,1.32,1,5.09,40.75
3,4,Cotton,5,17.5,95.0,0.7,40.75,0.66,0,0.0,39.2
3,5,Cotton,6,33.54,39.4,0.0,39.2,1.55,0,0.0,37.84
3,6,Cotton,7,29.38,45.24,0.0,37.84,1.36,0,0.0,37.35
3,7,Cotton,8,27.05,58.26,0.86,37.35,1.18,0,0.0,36.71
3,8,Cotton,9,27.85,85.05,0.42,36.71,0.97,0,0.0,35.59
3,9,Cotton,10,29.01,70.76,0.0,35.59,1.13,1,5.29,40.28
3,10,Cotton,11,28.99,61.74,0.76,40.28,1.2,0,0.0,38.79
3,11,Cotton,12,31.19,37.85,0.0,38.79,1.49,0,0.0,38.23
3,12,Cotton,13,24.14,59.45,0.64,38.23,1.08,0,0.0,39.12
3,13,Cotton,14,27.68,59.93,2.59,39.12,1.18,0,0.0,38.97
3,14,Cotton,15,29.7,76.53,1.18,38.97,1.09,0,0.0,37.9
3,15,Cotton,16,26.78,69.46,0.0,37.9,1.08,0,0.0,37.68
3,16,Cotton,17,33.23,63.55,1.37,37.68,1.31,0,0.0,38.19
3,17,Cotton,18,26.51,75.64,1.91,38.19,1.02,0,0.0,36.81
3,18,Cotton,19,28.6,39.57,0.0,36.81,1.38,0,0.0,35.58
3,19,Cotton,20,22.52,33.4,0.0,35.58,1.22,1,5.3,39.96
3,20,Cotton,21,23.57,78.29,0.0,39.96,0.92,0,0.0,38.67
3,21,Cotton,22,24.81,35.15,0.0,38.67,1.29,0,0.0,37.89
3,22,Cotton,23,28.85,44.5,0.71,37.89,1.35,0,0.0,37.03
3,23,Cotton,24,24.56,88.79,0.0,37.03,0.86,0,0.0,35.93
3,24,Cotton,25,28.3,71.89,0.0,35.93,1.1,1,4.89,39.82
3,25,Cotton,26,21.05,30.32,0.24,39.82,1.19,0,0.0,39.46
3,26,Cotton,27,39.64,65.88,1.4,39.46,1.47,0,0.0,42.03
3,27,Cotton,28,30.97,67.8,4.73,42.03,1.21,0,0.0,43.88
3,28,Cotton,29,26.74,60.88,3.74,43.88,1.15,0,0.0,42.73
3,29,Cotton,30,24.23,50.79,0.0,42.73,1.15,0,0.0,41.52
3,30,Cotton,31,23.65,40.24,0.0,41.52,1.21,0,0.0,40.44
3,31,Cotton,32,28.9,75.88,0.0,40.44,1.08,0,0.0,39.09
3,32,Cotton,33,35.57,66.6,0.0,39.09,1.35,0,0.0,37.98
3,33,Cotton,34,23.09,51.63,0.0,37.98,1.11,0,0.0,36.96
3,34,Cotton,35,23.15,63.27,0.0,36.96,1.02,0,0.0,36.0
3,35,Cotton,36,24.99,59.8,0.18,36.0,1.1,0,0.0,34.62
3,36,Cotton,37,34.99,53.87,0.1,34.62,1.46,1,6.46,43.41
3,37,Cotton,38,28.63,48.56,4.55,43.41,1.31,0,0.0,44.3
3,38,Cotton,39,34.03,60.76,2.81,44.3,1.36,0,0.0,43.41
3,39,Cotton,40,24.49,45.06,0.39,43.41,1.2,0,0.0,44.44
3,40,Cotton,41,33.75,50.49,3.11,44.44,1.45,0,0.0,44.55
3,41,Cotton,42,21.78,44.61,1.53,44.55,1.12,0,0.0,43.12
3,42,Cotton,43,32.01,46.59,0.0,43.12,1.43,0,0.0,42.38
3,43,Cotton,44,24.63,59.18,0.46,42.38,1.1,0,0.0,40.61
3,44,Cotton,45,39.11,36.43,0.0,40.61,1.78,0,0.0,39.33
3,45,Cotton,46,31.17,61.21,0.0,39.33,1.27,0,0.0,38.22
3,46,Cotton,47,34.12,79.35,0.08,38.22,1.18,0,0.0,37.15
3,47,Cotton,48,25.21,34.45,0.31,37.15,1.31,0,0.0,35.87
3,48,Cotton,49,29.57,54.97,0.0,35.87,1.28,1,4.95,39.9
3,49,Cotton,50,23.98,79.59,0.0,39.9,0.92,0,0.0,45.06
3,50,Cotton,51,32.88,71.56,7.98,45.06,1.22,0,0.0,43.96
3,51,Cotton,52,30.84,79.43,0.0,43.96,1.1,0,0.0,42.82
3,52,Cotton,53,22.5,44.33,0.0,42.82,1.14,0,0.0,41.48
3,53,Cotton,54,28.17,43.45,0.0,41.48,1.34,0,0.0,40.47
3,54,Cotton,55,24.89,65.52,0.05,40.47,1.05,0,0.0,39.32
3,55,Cotton,56,29.65,67.5,0.02,39.32,1.17,0,0.0,38.7
3,56,Cotton,57,22.14,36.5,0.71,38.7,1.19,0,0.0,37.28
3,57,Cotton,58,36.36,61.29,0.0,37.28,1.43,0,0.0,39.8
3,58,Cotton,59,28.48,44.79,4.82,39.8,1.34,0,0.0,38.36
3,59,Cotton,60,30.69,41.19,0.0,38.36,1.44,0,0.0,37.28
3,60,Cotton,61,23.43,56.22,0.0,37.28,1.08,0,0.0,36.85
3,61,Cotton,62,24.32,73.54,0.69,36.85,0.98,0,0.0,35.53
3,62,Cotton,63,25.33,33.89,0.0,35.53,1.32,1,5.36,39.49
3,63,Cotton,64,34.07,57.13,0.0,39.49,1.4,0,0.0,39.45
3,64,Cotton,65,24.25,58.38,1.32,39.45,1.09,0,0.0,39.42
3,65,Cotton,66,28.67,52.71,1.55,39.42,1.27,0,0.0,38.25
3,66,Cotton,67,22.65,41.65,0.0,38.25,1.17,0,0.0,37.35
3,67,Cotton,68,18.82,62.62,0.0,37.35,0.9,0,0.0,35.61
3,68,Cotton,69,38.78,38.03,0.0,35.61,1.75,1,5.27,46.31
3,69,Cotton,70,27.97,67.58,8.2,46.31,1.12,0,0.0,48.26
3,70,Cotton,71,26.08,61.96,3.84,48.26,1.12,0,0.0,47.0
3,71,Cotton,72,28.41,53.52,0.0,47.0,1.26,0,0.0,45.76
3,72,Cotton,73,30.84,63.99,0.0,45.76,1.24,0,0.0,44.46
3,73,Cotton,74,27.13,43.66,0.0,44.46,1.3,0,0.0,48.28
3,74,Cotton,75,22.82,74.7,5.93,48.28,0.93,0,0.0,46.95
3,75,Cotton,76,33.43,62.12,0.0,46.95,1.33,0,0.0,46.4
3,76,Cotton,77,40.32,50.5,1.39,46.4,1.66,0,0.0,45.0
3,77,Cotton,78,28.05,35.32,0.0,45.0,1.4,0,0.0,43.7
3,78,Cotton,79,26.14,40.12,0.0,43.7,1.3,0,0.0,46.73
3,79,Cotton,80,28.28,62.95,5.25,46.73,1.17,0,0.0,45.71
3,80,Cotton,81,18.99,45.3,0.0,45.71,1.02,0,0.0,45.05
3,81,Cotton,82,23.3,52.84,0.55,45.05,1.1,0,0.0,44.04
3,82,Cotton,83,30.7,35.76,0.6,44.04,1.49,0,0.0,43.02
3,83,Cotton,84,26.93,77.36,0.0,43.02,1.01,0,0.0,41.83
3,84,Cotton,85,25.18,48.84,0.0,41.83,1.19,0,0.0,41.34
3,85,Cotton,86,24.93,50.46,0.86,41.34,1.17,0,0.0,47.95
3,86,Cotton,87,28.08,44.07,9.93,47.95,1.33,0,0.0,46.81
3,87,Cotton,88,30.18,72.86,0.0,46.81,1.14,0,0.0,45.81
3,88,Cotton,89,30.5,89.33,0.0,45.81,1.0,0,0.0,44.77
3,89,Cotton,90,21.17,51.63,0.0,44.77,1.05,0,0.0,44.22
3,90,Cotton,91,34.04,50.25,1.15,44.22,1.47,0,0.0,42.77
3,91,Cotton,92,25.12,16.13,0.0,42.77,1.45,0,0.0,41.29
3,92,Cotton,93,32.32,43.05,0.0,41.29,1.48,0,0.0,40.31
3,93,Cotton,94,20.61,57.75,0.0,40.31,0.99,0,0.0,39.29
3,94,Cotton,95,23.03,54.54,0.09,39.29,1.08,0,0.0,37.85
3,95,Cotton,96,33.98,52.62,0.0,37.85,1.44,0,0.0,36.8
3,96,Cotton,97,22.03,54.4,0.0,36.8,1.05,0,0.0,35.81
3,97,Cotton,98,27.14,80.68,0.0,35.81,0.99,1,5.03,40.74
3,98,Cotton,99,23.63,20.85,1.57,40.74,1.36,0,0.0,40.4
3,99,Cotton,100,24.65,70.6,0.83,40.4,1.01,0,0.0,41.11
3,100,Cotton,101,20.0,48.9,2.18,41.11,1.03,0,0.0,39.97
3,101,Cotton,102,38.79,45.91,0.65,39.97,1.66,0,0.0,39.12
3,102,Cotton,103,29.38,66.99,0.4,39.12,1.17,0,0.0,37.79
3,103,Cotton,104,28.16,43.7,0.0,37.79,1.33,0,0.0,37.39
3,104,Cotton,105,28.44,80.83,0.78,37.39,1.02,0,0.0,36.24
3,105,Cotton,106,26.17,57.77,0.0,36.24,1.15,0,0.0,35.28
3,106,Cotton,107,23.99,74.48,0.0,35.28,0.96,1,5.67,39.97
3,107,Cotton,108,34.0,45.15,0.67,39.97,1.51,0,0.0,38.75
3,108,Cotton,109,25.74,48.46,0.0,38.75,1.22,0,0.0,37.44
3,109,Cotton,110,33.93,65.78,0.0,37.44,1.31,0,0.0,36.29
3,110,Cotton,111,31.04,74.67,0.0,36.29,1.15,0,0.0,35.41
3,111,Cotton,112,26.39,51.24,0.41,35.41,1.21,1,5.51,39.76
3,112,Cotton,113,31.21,73.37,0.01,39.76,1.16,0,0.0,43.8
3,113,Cotton,114,24.78,68.92,6.32,43.8,1.02,0,0.0,43.62
3,114,Cotton,115,35.28,81.99,1.26,43.62,1.19,0,0.0,42.45
3,115,Cotton,116,30.69,71.09,0.0,42.45,1.17,0,0.0,41.1
3,116,Cotton,117,30.78,51.84,0.0,41.1,1.35,0,0.0,39.81
3,117,Cotton,118,22.78,25.5,0.0,39.81,1.29,0,0.0,38.51
3,118,Cotton,119,30.9,57.22,0.0,38.51,1.3,0,0.0,39.56
3,119,Cotton,120,26.89,50.85,2.86,39.56,1.23,0,0.0,40.14
3,120,Cotton,121,21.3,68.7,1.89,40.14,0.93,0,0.0,40.02
3,121,Cotton,122,27.16,59.24,1.31,40.02,1.17,0,0.0,39.47
3,122,Cotton,123,34.07,52.9,1.11,39.47,1.44,0,0.0,38.3
3,123,Cotton,124,31.31,72.6,0.0,38.3,1.17,0,0.0,40.25
3,124,Cotton,125,29.63,55.45,4.04,40.25,1.28,0,0.0,40.39
3,125,Cotton,126,30.0,45.23,1.91,40.39,1.38,0,0.0,40.7
3,126,Cotton,127,28.15,32.62,2.17,40.7,1.43,0,0.0,39.88
3,127,Cotton,128,29.54,80.53,0.28,39.88,1.05,0,0.0,39.08
3,128,Cotton,129,18.5,56.18,0.16,39.08,0.93,0,0.0,38.2
3,129,Cotton,130,31.77,60.72,0.52,38.2,1.3,0,0.0,37.12
3,130,Cotton,131,24.89,62.17,0.0,37.12,1.08,0,0.0,37.19
3,131,Cotton,132,26.95,42.24,1.72,37.19,1.31,0,0.0,36.65
3,132,Cotton,133,29.3,33.99,1.14,36.65,1.46,0,0.0,35.65
3,133,Cotton,134,22.02,61.67,0.0,35.65,1.0,1,5.23,39.79
3,134,Cotton,135,29.39,76.82,0.0,39.79,1.08,0,0.0,42.63
3,135,Cotton,136,24.08,64.72,4.84,42.63,1.04,0,0.0,41.5
3,136,Cotton,137,20.75,38.41,0.0,41.5,1.12,0,0.0,47.88
3,137,Cotton,138,31.61,49.41,9.72,47.88,1.4,0,0.0,47.39
3,138,Cotton,139,23.91,23.59,1.06,47.39,1.35,0,0.0,46.24
3,139,Cotton,140,29.12,68.99,0.0,46.24,1.14,0,0.0,44.63
3,140,Cotton,141,36.41,43.74,0.0,44.63,1.61,0,0.0,45.1
3,141,Cotton,142,20.37,73.94,1.66,45.1,0.87,0,0.0,43.73
3,142,Cotton,143,28.91,42.46,0.0,43.73,1.37,0,0.0,42.79
3,143,Cotton,144,25.18,57.77,0.23,42.79,1.12,0,0.0,41.85
3,144,Cotton,145,37.31,83.3,0.35,41.85,1.22,0,0.0,40.54
3,145,Cotton,146,33.12,63.89,0.0,40.54,1.31,0,0.0,39.48
3,146,Cotton,147,27.96,74.69,0.0,39.48,1.06,0,0.0,39.47
3,147,Cotton,148,27.15,48.2,1.57,39.47,1.26,0,0.0,38.19
3,148,Cotton,149,32.74,65.23,0.0,38.19,1.28,0,0.0,37.12
3,149,Cotton,0,22.29,52.1,0.0,37.12,1.08,0,0.0,36.0
3,150,Cotton,1,23.78,52.97,0.0,36.0,1.12,1,4.8,48.48
3,151,Cotton,2,35.57,64.46,11.31,48.48,1.37,0,0.0,47.29
3,152,Cotton,3,28.95,63.65,0.0,47.29,1.19,0,0.0,45.95
3,153,Cotton,4,34.11,63.73,0.0,45.95,1.34,0,0.0,44.5
3,154,Cotton,5,33.74,50.44,0.0,44.5,1.45,0,0.0,43.22
3,155,Cotton,6,37.42,78.15,0.0,43.22,1.28,0,0.0,42.08
3,156,Cotton,7,20.95,37.38,0.0,42.08,1.14,0,0.0,40.6
3,157,Cotton,8,28.7,28.47,0.0,40.6,1.48,0,0.0,40.93
3,158,Cotton,9,33.16,52.08,2.19,40.93,1.42,0,0.0,39.55
3,159,Cotton,10,30.57,47.01,0.0,39.55,1.38,0,0.0,38.48
3,160,Cotton,11,22.44,54.23,0.0,38.48,1.07,0,0.0,37.48
3,161,Cotton,12,27.86,81.58,0.0,37.48,1.0,0,0.0,36.22
3,162,Cotton,13,32.5,66.67,0.0,36.22,1.26,0,0.0,36.2
3,163,Cotton,14,23.01,59.53,1.28,36.2,1.05,0,0.0,34.93
3,164,Cotton,15,29.77,56.82,0.0,34.93,1.27,1,6.09,39.77
3,165,Cotton,16,27.5,51.94,0.0,39.77,1.24,0,0.0,38.46
3,166,Cotton,17,29.78,51.68,0.0,38.46,1.32,0,0.0,36.97
3,167,Cotton,18,32.57,42.95,0.0,36.97,1.49,0,0.0,35.82
3,168,Cotton,19,25.37,54.79,0.0,35.82,1.15,1,5.02,40.06
3,169,Cotton,20,15.88,68.26,0.0,40.06,0.78,0,0.0,38.91
3,170,Cotton,21,29.24,56.31,0.14,38.91,1.26,0,0.0,38.77
3,171,Cotton,22,20.19,47.06,1.12,38.77,1.05,0,0.0,37.9
3,172,Cotton,23,22.45,63.51,0.17,37.9,1.0,0,0.0,36.89
3,173,Cotton,24,30.33,54.47,0.38,36.89,1.31,0,0.0,35.75
3,174,Cotton,25,23.96,50.27,0.0,35.75,1.14,1,5.1,41.48
3,175,Cotton,26,24.33,42.85,2.3,41.48,1.21,0,0.0,40.47
3,176,Cotton,27,33.09,94.95,0.0,40.47,1.01,0,0.0,39.26
3,177,Cotton,28,30.14,65.4,0.0,39.26,1.21,0,0.0,38.21
3,178,Cotton,29,29.9,82.17,0.0,38.21,1.05,0,0.0,36.82
3,179,Cotton,30,22.64,11.18,0.0,36.82,1.39,0,0.0,35.9
3,180,Cotton,31,25.76,85.15,0.0,35.9,0.92,1,4.92,39.78
3,181,Cotton,32,31.1,85.86,0.0,39.78,1.05,0,0.0,38.34
3,182,Cotton,33,34.99,55.86,0.0,38.34,1.44,0,0.0,37.11
3,183,Cotton,34,24.77,43.01,0.0,37.11,1.23,0,0.0,35.59
3,184,Cotton,35,33.81,43.47,0.0,35.59,1.52,1,5.29,41.75
3,185,Cotton,36,29.62,51.21,2.73,41.75,1.32,0,0.0,40.63
3,186,Cotton,37,26.2,62.67,0.0,40.63,1.11,0,0.0,39.29
3,187,Cotton,38,32.42,53.83,0.05,39.29,1.38,0,0.0,38.72
3,188,Cotton,39,23.13,54.92,0.64,38.72,1.08,0,0.0,38.88
3,189,Cotton,40,25.87,72.23,1.49,38.88,1.03,0,0.0,39.27
3,190,Cotton,41,18.85,58.01,1.65,39.27,0.93,0,0.0,39.28
3,191,Cotton,42,37.37,71.2,1.7,39.28,1.35,0,0.0,37.92
3,192,Cotton,43,31.83,52.12,0.02,37.92,1.38,0,0.0,37.82
3,193,Cotton,44,30.42,42.3,1.65,37.82,1.42,0,0.0,38.99
3,194,Cotton,45,32.17,48.58,3.23,38.99,1.42,0,0.0,37.76
3,195,Cotton,46,26.33,48.95,0.0,37.76,1.23,0,0.0,36.58
3,196,Cotton,47,29.49,66.41,0.0,36.58,1.18,0,0.0,34.86
3,197,Cotton,48,38.31,38.99,0.0,34.86,1.72,1,6.17,39.8
3,198,Cotton,49,28.96,58.62,0.0,39.8,1.23,0,0.0,44.06
4,0,Sugarcane,1,29.95,43.41,0.0,60.45,1.81,0,0.0,63.37
4,1,Sugarcane,2,25.38,36.14,5.76,63.37,1.68,0,0.0,64.69
4,2,Sugarcane,3,21.71,39.86,3.51,64.69,1.48,0,0.0,68.85
4,3,Sugarcane,4,29.43,48.57,7.36,68.85,1.73,0,0.0,67.32
4,4,Sugarcane,5,29.38,65.98,0.0,67.32,1.53,0,0.0,67.67
4,5,Sugarcane,6,31.68,46.5,2.74,67.67,1.84,0,0.0,66.42
4,6,Sugarcane,7,19.88,57.42,0.0,66.42,1.25,0,0.0,64.7
4,7,Sugarcane,8,29.22,48.11,0.0,64.7,1.72,0,0.0,63.13
4,8,Sugarcane,9,29.25,61.32,0.0,63.13,1.57,0,0.0,62.22
4,9,Sugarcane,10,22.29,85.22,0.22,62.22,1.08,0,0.0,62.35
4,10,Sugarcane,11,31.98,64.28,2.21,62.35,1.64,0,0.0,60.9
4,11,Sugarcane,12,25.55,59.46,0.0,60.9,1.45,0,0.0,65.51
4,12,Sugarcane,13,30.35,39.9,8.09,65.51,1.86,0,0.0,63.67
4,13,Sugarcane,14,32.34,49.33,0.0,63.67,1.84,0,0.0,63.27
4,14,Sugarcane,15,25.03,52.12,1.38,63.27,1.51,0,0.0,63.83
4,15,Sugarcane,16,35.29,47.27,3.18,63.83,1.99,0,0.0,61.99
4,16,Sugarcane,17,31.42,46.09,0.0,61.99,1.84,0,0.0,62.58
4,17,Sugarcane,18,29.41,66.2,2.65,62.58,1.52,0,0.0,61.11
4,18,Sugarcane,19,20.2,33.58,0.0,61.11,1.47,0,0.0,59.66
4,19,Sugarcane,20,23.24,50.45,0.0,59.66,1.45,0,0.0,58.31
4,20,Sugarcane,21,27.51,76.18,0.0,58.31,1.35,0,0.0,61.01
4,21,Sugarcane,22,25.97,53.99,5.28,61.01,1.52,0,0.0,63.78
4,22,Sugarcane,23,29.94,44.55,5.71,63.78,1.79,0,0.0,63.96
4,23,Sugarcane,24,30.7,68.27,2.16,63.96,1.55,0,0.0,62.5
4,24,Sugarcane,25,28.19,57.31,0.14,62.5,1.58,0,0.0,61.6
4,25,Sugarcane,26,30.85,88.52,0.52,61.6,1.31,0,0.0,60.26
4,26,Sugarcane,27,20.64,51.07,0.0,60.26,1.34,0,0.0,58.65
4,27,Sugarcane,28,27.4,51.72,0.0,58.65,1.61,0,0.0,59.05
4,28,Sugarcane,29,19.5,62.92,1.98,59.05,1.19,0,0.0,57.6
4,29,Sugarcane,30,31.28,77.92,0.0,57.6,1.45,0,0.0,62.08
4,30,Sugarcane,31,22.01,35.9,7.52,62.08,1.53,0,0.0,62.49
4,31,Sugarcane,32,30.8,88.79,2.14,62.49,1.31,0,0.0,60.74
4,32,Sugarcane,33,25.21,29.62,0.0,60.74,1.74,0,0.0,59.84
4,33,Sugarcane,34,29.77,75.9,0.65,59.84,1.43,0,0.0,58.3
4,34,Sugarcane,35,23.96,44.27,0.0,58.3,1.54,0,0.0,56.96
4,35,Sugarcane,36,28.91,80.64,0.0,56.96,1.34,0,0.0,58.17
4,36,Sugarcane,37,25.41,58.62,3.33,58.17,1.45,0,0.0,56.78
4,37,Sugarcane,38,22.4,53.35,0.0,56.78,1.39,0,0.0,58.73
4,38,Sugarcane,39,26.26,49.67,4.42,58.73,1.58,0,0.0,57.23
4,39,Sugarcane,40,35.16,50.93,0.54,57.23,1.93,0,0.0,55.85
4,40,Sugarcane,41,23.94,60.83,0.0,55.85,1.38,1,4.97,59.27
4,41,Sugarcane,42,23.52,41.04,0.0,59.27,1.55,0,0.0,57.46
4,42,Sugarcane,43,32.53,51.77,0.0,57.46,1.82,0,0.0,58.37
4,43,Sugarcane,44,28.53,47.96,3.26,58.37,1.69,0,0.0,56.55
4,44,Sugarcane,45,27.07,31.11,0.0,56.55,1.81,0,0.0,54.39
4,45,Sugarcane,46,39.48,47.4,0.0,54.39,2.16,1,6.73,59.65
4,46,Sugarcane,47,21.56,15.53,0.29,59.65,1.7,0,0.0,57.85
4,47,Sugarcane,48,33.8,56.82,0.0,57.85,1.8,0,0.0,56.24
4,48,Sugarcane,49,29.49,59.33,0.0,56.24,1.6,0,0.0,54.96
4,49,Sugarcane,50,16.08,33.38,0.0,54.96,1.29,1,6.05,59.5
4,50,Sugarcane,51,25.46,53.27,0.0,59.5,1.51,0,0.0,59.67
4,51,Sugarcane,52,25.1,67.81,1.91,59.67,1.35,0,0.0,58.06
4,52,Sugarcane,53,33.19,56.3,0.21,58.06,1.79,0,0.0,59.42
4,53,Sugarcane,54,27.68,46.15,3.8,59.42,1.68,0,0.0,58.62
4,54,Sugarcane,55,26.15,38.15,1.12,58.62,1.7,0,0.0,57.08
4,55,Sugarcane,56,29.72,66.53,0.0,57.08,1.53,0,0.0,56.7
4,56,Sugarcane,57,22.01,70.44,1.03,56.7,1.21,0,0.0,55.04
4,57,Sugarcane,58,32.05,63.03,0.0,55.04,1.66,1,5.95,60.11
4,58,Sugarcane,59,26.12,63.64,0.69,60.11,1.43,0,0.0,58.59
4,59,Sugarcane,60,30.94,71.28,0.0,58.59,1.52,0,0.0,59.68
4,60,Sugarcane,61,33.66,87.99,3.11,59.68,1.41,0,0.0,59.31
4,61,Sugarcane,62,19.63,41.56,1.27,59.31,1.38,0,0.0,57.61
4,62,Sugarcane,63,36.91,39.02,0.58,57.61,2.17,0,0.0,56.13
4,63,Sugarcane,64,29.16,68.7,0.0,56.13,1.49,0,0.0,54.97
4,64,Sugarcane,65,26.49,50.24,0.53,54.97,1.59,1,6.04,61.28
4,65,Sugarcane,66,29.05,80.3,2.03,61.28,1.35,0,0.0,59.95
4,66,Sugarcane,67,29.58,83.51,0.0,59.95,1.33,0,0.0,60.92
4,67,Sugarcane,68,27.07,43.47,3.32,60.92,1.68,0,0.0,59.54
4,68,Sugarcane,69,25.15,64.28,0.0,59.54,1.39,0,0.0,57.67
4,69,Sugarcane,70,33.24,49.97,0.0,57.67,1.87,0,0.0,57.89
4,70,Sugarcane,71,28.41,42.93,2.46,57.89,1.75,0,0.0,56.64
4,71,Sugarcane,72,20.95,61.97,0.0,56.64,1.25,0,0.0,55.4
4,72,Sugarcane,73,38.95,34.32,1.35,55.4,2.32,1,5.52,59.28
4,73,Sugarcane,74,27.61,49.82,0.0,59.28,1.64,0,0.0,58.41
4,74,Sugarcane,75,21.67,55.66,0.58,58.41,1.34,0,0.0,56.91
4,75,Sugarcane,76,27.23,61.46,0.0,56.91,1.49,0,0.0,55.22
4,76,Sugarcane,77,34.37,47.53,0.31,55.22,1.94,1,5.74,59.33
4,77,Sugarcane,78,34.11,56.67,0.24,59.33,1.82,0,0.0,57.94
4,78,Sugarcane,79,23.31,57.13,0.0,57.94,1.39,0,0.0,56.41
4,79,Sugarcane,80,28.14,61.27,0.0,56.41,1.53,0,0.0,57.77
4,80,Sugarcane,81,27.43,52.64,3.7,57.77,1.6,0,0.0,56.34
